"0","sourceCpp(""cpp/grad_lpmf.cpp"")"
"1","
"
"1",""
"1","> dim = 10"
"1",""
"1","
"
"1","
"
"1",""
"1","> U <- matrix(rnorm(N*dim), nrow = dim)"
"1",""
"1","
"
"1","
"
"1",""
"1","> V <- matrix(rnorm(M*dim), nrow = dim)"
"1",""
"1","
"
"1","
"
"1",""
"1","> grad_lpmf(train, t(U), t(V), 1, 1)"
"1",""
"1","
"
"1","$Ut
"
"1","         "
"1","          [,1]"
"1","          [,2]"
"1","          [,3]"
"1","          [,4]"
"1","
     [1,]"
"1"," -1.189095e-01"
"1","  4.315418e-01"
"1","  1.325121e+00"
"1"," -1.761785e+00"
"1","
     [2,]"
"1"," -1.038956e+00"
"1","  1.576543e-01"
"1","  9.210803e-01"
"1"," -8.159195e-01"
"1","
     [3,]"
"1"," -1.362769e+00"
"1","  3.249957e-02"
"1","  1.430273e-02"
"1","  9.637973e-01"
"1","
     [4,]"
"1"," -6.014931e-01"
"1"," -8.676000e-01"
"1","  4.686466e-01"
"1"," -1.797613e+00"
"1","
     [5,]"
"1","  8.868574e-01"
"1"," -1.129476e+00"
"1","  4.362472e-01"
"1"," -1.305296e+00"
"1","
     [6,]"
"1","  8.999862e-01"
"1","  2.395838e-01"
"1","  1.745168e+00"
"1"," -3.662059e-01"
"1","
     [7,]"
"1"," -4.861269e-01"
"1"," -2.210538e-01"
"1","  1.265790e+00"
"1"," -3.683360e-01"
"1","
     [8,]"
"1","  1.318082e+00"
"1","  3.662712e+00"
"1","  1.646396e-01"
"1","  1.397269e-01"
"1","
     [9,]"
"1"," -1.996126e-01"
"1","  5.505937e-01"
"1","  1.480521e+00"
"1"," -6.881149e-01"
"1","
    [10,]"
"1","  5.353751e-01"
"1","  7.963276e-01"
"1"," -6.087135e-01"
"1","  3.484609e-01"
"1","
    [11,]"
"1","  2.484954e-01"
"1","  5.291280e-01"
"1","  1.885769e-01"
"1","  5.829760e-01"
"1","
    [12,]"
"1"," -1.585357e-01"
"1","  3.049416e+00"
"1"," -7.301740e-01"
"1","  3.165477e+00"
"1","
    [13,]"
"1"," -7.618593e-02"
"1","  7.477602e-01"
"1","  1.418397e+00"
"1","  3.210842e-01"
"1","
    [14,]"
"1"," -2.252951e-01"
"1"," -9.071727e-01"
"1","  3.177108e-01"
"1"," -2.185149e-01"
"1","
    [15,]"
"1"," -6.134422e-01"
"1"," -2.588808e-01"
"1"," -8.840553e-02"
"1"," -4.006306e-01"
"1","
    [16,]"
"1"," -6.418992e-01"
"1","  1.977158e+00"
"1","  5.519562e-01"
"1","  2.003184e-01"
"1","
    [17,]"
"1","  1.306586e+00"
"1","  1.558546e+00"
"1","  1.157880e+00"
"1"," -1.059287e+00"
"1","
    [18,]"
"1"," -1.125054e+00"
"1"," -5.089418e-01"
"1"," -5.379129e-01"
"1"," -5.198679e-01"
"1","
    [19,]"
"1","  8.349432e-01"
"1"," -6.773413e-01"
"1"," -1.161568e+00"
"1"," -1.664083e+00"
"1","
    [20,]"
"1"," -7.443140e-01"
"1"," -1.417527e-01"
"1","  1.615675e+00"
"1","  1.855556e+00"
"1","
    [21,]"
"1","  1.131751e+00"
"1"," -3.755230e-01"
"1","  1.384996e+00"
"1"," -6.320578e-02"
"1","
    [22,]"
"1"," -9.736426e-02"
"1","  7.480868e-01"
"1"," -5.492762e-01"
"1"," -6.939093e-01"
"1","
    [23,]"
"1"," -3.806349e-01"
"1","  5.330375e-01"
"1"," -2.264142e-01"
"1"," -8.506129e-02"
"1","
    [24,]"
"1","  1.816258e+00"
"1"," -1.033686e+00"
"1"," -3.155713e-01"
"1","  1.657705e+00"
"1","
    [25,]"
"1","  3.953885e-01"
"1","  7.830108e-01"
"1","  6.355783e-01"
"1","  2.273192e+00"
"1","
    [26,]"
"1"," -1.799339e+00"
"1"," -1.808444e-01"
"1"," -3.919319e+00"
"1"," -1.340845e+00"
"1","
    [27,]"
"1"," -5.140429e-01"
"1","  3.652374e-01"
"1","  9.462105e-01"
"1"," -7.500127e-01"
"1","
    [28,]"
"1","  1.285578e+00"
"1"," -1.274054e-01"
"1","  7.881697e-02"
"1"," -1.961478e+00"
"1","
    [29,]"
"1","  5.402951e-01"
"1","  1.320271e+00"
"1","  9.500154e-01"
"1","  8.165110e-01"
"1","
    [30,]"
"1","  8.076352e-01"
"1"," -2.042404e+00"
"1"," -1.774041e-01"
"1"," -1.567082e+00"
"1","
    [31,]"
"1","  3.252208e-01"
"1"," -1.253107e+00"
"1"," -5.331705e-01"
"1"," -1.358174e+00"
"1","
    [32,]"
"1"," -9.871307e-01"
"1","  1.379520e+00"
"1"," -2.617766e-01"
"1","  7.590315e-01"
"1","
    [33,]"
"1"," -1.017286e+00"
"1","  6.928052e-01"
"1","  1.089793e-03"
"1","  4.350155e-01"
"1","
    [34,]"
"1"," -1.018911e+00"
"1"," -1.402805e+00"
"1","  3.251046e-01"
"1"," -1.205259e+00"
"1","
    [35,]"
"1","  8.202216e-01"
"1"," -1.136165e+00"
"1","  3.684844e-01"
"1","  2.735201e-02"
"1","
    [36,]"
"1"," -1.213414e-01"
"1"," -3.917738e-01"
"1","  1.885097e-01"
"1","  7.165827e-01"
"1","
    [37,]"
"1"," -1.224814e+00"
"1"," -7.779725e-01"
"1","  1.257692e-01"
"1"," -7.968962e-01"
"1","
    [38,]"
"1","  1.021787e+00"
"1"," -2.153266e+00"
"1","  5.073226e-01"
"1"," -2.990099e-02"
"1","
    [39,]"
"1","  3.633332e-01"
"1"," -2.202302e-01"
"1"," -1.757558e-01"
"1"," -1.943405e-01"
"1","
    [40,]"
"1"," -6.373485e-01"
"1"," -1.419885e+00"
"1","  6.070022e-01"
"1"," -7.656974e-01"
"1","
    [41,]"
"1"," -4.437417e-01"
"1","  1.684868e-01"
"1"," -1.851230e-01"
"1","  7.457957e-01"
"1","
    [42,]"
"1","  1.576417e+00"
"1","  1.114033e+00"
"1"," -1.108240e+00"
"1","  7.201988e-02"
"1","
    [43,]"
"1","  9.866520e-01"
"1","  2.151968e+00"
"1","  1.124807e-01"
"1"," -2.620710e-01"
"1","
    [44,]"
"1","  9.589594e-01"
"1"," -2.453550e+00"
"1","  1.063014e+00"
"1","  8.870169e-01"
"1","
    [45,]"
"1"," -2.192096e+00"
"1","  9.191758e-01"
"1","  8.614715e-02"
"1","  2.817954e-01"
"1","
    [46,]"
"1"," -6.340717e-01"
"1","  1.721326e+00"
"1"," -1.939467e+00"
"1"," -3.969563e-01"
"1","
    [47,]"
"1"," -1.551416e-01"
"1","  3.280785e-01"
"1"," -3.673409e-01"
"1","  6.691633e-01"
"1","
    [48,]"
"1","  1.468384e+00"
"1"," -1.288311e-01"
"1","  5.167886e-01"
"1"," -1.931718e-01"
"1","
    [49,]"
"1","  5.233469e-01"
"1","  1.501927e+00"
"1"," -1.054073e+00"
"1"," -1.706728e+00"
"1","
    [50,]"
"1"," -3.904257e-01"
"1"," -3.555426e-01"
"1","  3.318327e-01"
"1"," -1.272463e-01"
"1","
    [51,]"
"1","  6.196649e-01"
"1","  1.522548e+00"
"1","  1.714445e+00"
"1"," -1.572538e-01"
"1","
    [52,]"
"1","  1.215227e-01"
"1"," -7.541369e-01"
"1"," -2.794553e+00"
"1"," -1.559693e-01"
"1","
    [53,]"
"1","  3.545703e-01"
"1"," -4.612702e-01"
"1"," -2.700750e-01"
"1","  8.390066e-01"
"1","
    [54,]"
"1","  1.084470e+00"
"1","  2.222292e+00"
"1","  6.802997e-01"
"1"," -4.368269e-01"
"1","
    [55,]"
"1","  1.204508e-01"
"1"," -1.159949e+00"
"1","  1.440453e+00"
"1","  3.230110e-02"
"1","
    [56,]"
"1"," -1.024131e+00"
"1","  2.842924e+00"
"1"," -4.067848e-02"
"1"," -3.837925e-01"
"1","
    [57,]"
"1"," -3.162639e-01"
"1"," -3.727877e-01"
"1","  1.010458e+00"
"1"," -5.868824e-01"
"1","
    [58,]"
"1"," -1.170396e+00"
"1"," -1.528230e-02"
"1"," -4.692652e-01"
"1","  1.842029e+00"
"1","
    [59,]"
"1","  3.518178e-01"
"1"," -5.959147e-01"
"1"," -8.773921e-01"
"1","  1.147152e+00"
"1","
    [60,]"
"1"," -1.107239e+00"
"1","  1.490526e+00"
"1","  8.457128e-01"
"1"," -8.959617e-01"
"1","
    [61,]"
"1","  7.789893e-02"
"1","  3.797584e-01"
"1"," -4.750905e-01"
"1","  4.344818e-01"
"1","
    [62,]"
"1"," -1.021993e-01"
"1"," -6.386129e-01"
"1"," -4.192972e-01"
"1","  7.147764e-02"
"1","
    [63,]"
"1","  1.144902e+00"
"1","  6.054185e-01"
"1","  2.018904e-01"
"1","  1.836437e+00"
"1","
    [64,]"
"1"," -1.679965e+00"
"1","  6.267669e-02"
"1"," -1.007121e+00"
"1"," -1.587048e-01"
"1","
    [65,]"
"1","  3.582728e-01"
"1","  1.614037e+00"
"1","  8.097292e-02"
"1","  1.481813e-01"
"1","
    [66,]"
"1","  2.252367e-01"
"1","  1.398387e+00"
"1"," -6.656661e-01"
"1","  1.803565e+00"
"1","
    [67,]"
"1"," -1.778475e+00"
"1"," -1.467080e+00"
"1"," -2.583655e+00"
"1","  4.920996e-01"
"1","
    [68,]"
"1","  2.047009e+00"
"1","  9.541319e-01"
"1"," -1.326132e+00"
"1","  2.320220e-01"
"1","
    [69,]"
"1","  3.385248e-01"
"1"," -2.973911e+00"
"1"," -1.888573e+00"
"1"," -1.910929e+00"
"1","
    [70,]"
"1","  9.719339e-02"
"1"," -4.048395e+00"
"1"," -5.546326e-01"
"1"," -2.942248e+00"
"1","
    [71,]"
"1","  5.954472e-01"
"1","  2.238916e-01"
"1","  7.393189e-01"
"1","  1.157589e+00"
"1","
    [72,]"
"1"," -1.114484e+00"
"1"," -1.057393e+00"
"1","  4.781870e-02"
"1"," -1.247088e+00"
"1","
    [73,]"
"1"," -2.423604e+00"
"1","  3.677466e+00"
"1"," -2.424775e+00"
"1"," -1.380235e+00"
"1","
    [74,]"
"1"," -2.850094e-02"
"1","  1.166116e+00"
"1","  8.304048e-02"
"1","  1.174965e-01"
"1","
    [75,]"
"1"," -1.240566e+00"
"1","  3.329937e-01"
"1"," -1.229206e+00"
"1"," -1.055965e+00"
"1","
    [76,]"
"1"," -1.099908e+00"
"1"," -7.415361e-01"
"1","  5.866495e-01"
"1","  1.864130e+00"
"1","
    [77,]"
"1"," -6.909429e-02"
"1"," -1.175353e-01"
"1"," -1.343802e-01"
"1","  5.877939e-01"
"1","
    [78,]"
"1"," -1.277059e-01"
"1"," -1.078260e+00"
"1","  2.211522e+00"
"1"," -5.848043e-01"
"1","
    [79,]"
"1","  2.840140e-01"
"1","  9.686090e-01"
"1"," -2.686200e-01"
"1"," -3.627173e-01"
"1","
    [80,]"
"1"," -9.827820e-01"
"1","  2.448954e-01"
"1"," -1.450329e+00"
"1"," -4.025761e-02"
"1","
    [81,]"
"1"," -5.470702e-01"
"1","  1.816100e+00"
"1","  5.651165e-02"
"1","  6.238380e-01"
"1","
    [82,]"
"1"," -7.025821e-01"
"1"," -3.065906e+00"
"1"," -1.060890e+00"
"1","  6.633023e+00"
"1","
    [83,]"
"1","  7.567152e-01"
"1","  8.844240e-01"
"1"," -2.123982e+00"
"1"," -2.187171e+00"
"1","
    [84,]"
"1"," -2.041481e+00"
"1"," -3.228904e-02"
"1","  1.497496e+00"
"1","  2.001577e+00"
"1","
    [85,]"
"1","  1.224433e+00"
"1","  1.197415e+00"
"1","  1.861765e+00"
"1"," -2.511275e-01"
"1","
    [86,]"
"1","  1.795519e-01"
"1"," -3.214539e-02"
"1","  1.279007e+00"
"1"," -1.169445e+00"
"1","
    [87,]"
"1","  2.447635e+00"
"1","  2.263290e+00"
"1","  2.323516e+00"
"1","  1.358017e+00"
"1","
    [88,]"
"1","  3.003476e-01"
"1"," -2.500651e+00"
"1"," -1.427670e+00"
"1"," -1.013807e+00"
"1","
    [89,]"
"1"," -1.364414e+00"
"1","  6.487814e-01"
"1"," -1.249139e+00"
"1"," -1.364506e+00"
"1","
    [90,]"
"1","  1.942563e-01"
"1","  1.327356e-01"
"1"," -8.887688e-01"
"1","  1.089138e+00"
"1","
    [91,]"
"1"," -1.264471e+00"
"1"," -7.363204e-01"
"1"," -1.242309e+00"
